"sha256","bytes","path"
"EAE6D0B92FB4ABC77C11770C30FA1B2DB02BBA5FD6100C6C0E54F896011E5EFD","8691458","data/raw/hadith/collections/fawaz-hadith-api-v1/database/originals/ara-bukhari.txt"
"47054D3AF58C6F1C9086727DDEC560A74203F0A3D0FDE58DC20CC2A2E157C75A","7594424","data/raw/hadith/collections/fawaz-hadith-api-v1/database/originals/ara-muslim.txt"
"E0DE8588C52F43E415E9B34F1BDCBA6FD3CF836A18CE94480BAC774AEA99E4CA","5575733","data/raw/hadith/collections/fawaz-hadith-api-v1/database/originals/ara-tirmidhi.txt"
"58BA4FDDD76BB9E2EE7DD4EDF7756CDDBAC3F7334658EE7CD86D8FFBD7C0B350","6223883","data/raw/hadith/collections/fawaz-hadith-api-v1/database/originals/ben-abudawud.txt"
"7DD73115215C5130633BEC6524F222113B7AE55843477AF00994C9746294D6B5","14008923","data/raw/hadith/collections/fawaz-hadith-api-v1/database/originals/ben-bukhari.txt"
"E7A4AB4F6D3F45B30579F29C7DC7A04ED7ACAF8654D6D2F59BF31F8F43E7D8CD","6382429","data/raw/hadith/collections/fawaz-hadith-api-v1/database/originals/bengaliabudawud.txt"
"4B35825701190F7D0A363FC21224EC46E5A20E893FE6F964038BC97469DA6E9F","12789943","data/raw/hadith/collections/fawaz-hadith-api-v1/database/originals/bengalibukhari.txt"
"4541132BEEF8A93AB18B4BF135E79717AC25640603552066F0392625EC63856A","12149991","data/raw/hadith/collections/fawaz-hadith-api-v1/database/originals/bengalimuslim.txt"
"9A57B3D331C9C54932327C9804622F012F0F177D1D57FC1B66F8346E05C41F62","7320544","data/raw/hadith/collections/fawaz-hadith-api-v1/database/originals/bengalitirmidhi.txt"
"00EE73D400EDF95AFA8AB6AF222D499E7E1F5DAC263D2685F9450653995FA67B","10247259","data/raw/hadith/collections/fawaz-hadith-api-v1/database/originals/ben-muslim.txt"
"148A0576C2F2363DC3441D254140699E237FB4D9630D76515D23E1323EC75C40","6103581","data/raw/hadith/collections/fawaz-hadith-api-v1/database/originals/ben-nasai.txt"
"B6D37CAC88D8A7ADC0B7EDE5F6D61E523F3412217741123FBE5B20B87549A7F3","7198305","data/raw/hadith/collections/fawaz-hadith-api-v1/database/originals/ben-tirmidhi.txt"
"F587F5D928828178CBB65156C2310434A8802FF30C80F801F4E4B9DF5439D255","5813231","data/raw/hadith/collections/fawaz-hadith-api-v1/database/originals/ind-bukhari.txt"
"4A42A09DEE34DDA980DEBE4D9C22C97FD7D21E4492E85532FEF6D674BE767C28","5502005","data/raw/hadith/collections/fawaz-hadith-api-v1/database/originals/indonesianbukhari.txt"
"3A207C1870671B24168AE63B68C7BB4D2AF7B0B869D1BC0FC40977876783FFB0","7017659","data/raw/hadith/collections/fawaz-hadith-api-v1/database/originals/ru-bukhari.txt"
"7E535A8BA4DED64A86DEE787E900CA201C6DE5767A12767C791E136F39BF4C3C","7274664","data/raw/hadith/collections/fawaz-hadith-api-v1/database/originals/rus-bukhari.txt"
"D932D851B037DB08FDFB7653AEB41BA0B3E263BB23BB5AF8E242B6FA98240EAA","15456680","data/raw/hadith/collections/fawaz-hadith-api-v1/database/originals/tam-bukhari.txt"
"B3F578DA28468779551DD0E656F5929F91B49ADFAE36A5C3D760E1C7673A20FA","14975402","data/raw/hadith/collections/fawaz-hadith-api-v1/database/originals/tamilbukhari.txt"
"300E60793E45D1294594AB80426EA9EECA63EB3406A84F7AC47FCCF32927963A","6030015","data/raw/hadith/collections/fawaz-hadith-api-v1/database/originals/tamilmuslim.txt"
"FE1A1AA15DFEAB630A5132AC759231A191854ED723108281326844C7774AA11B","6101810","data/raw/hadith/collections/fawaz-hadith-api-v1/database/originals/tam-muslim.txt"
"A93E1A70B00F2EC9F4164D9D183BF16686E94D727498E706D235E5689F906CC7","9415129","data/raw/hadith/collections/fawaz-hadith-api-v1/database/originals/tur-bukhari.txt"
"C9B66EE5ECABB6059A021A2A5363B59BBBAE9717E0C4EC2390CF6D8F14CBA18C","6030997","data/raw/hadith/collections/fawaz-hadith-api-v1/database/originals/tur-muslim.txt"
"CA02A52CEB2CF4A6A7D16193B7D56F577AEBE9036F2B1F634217079F5F56852B","8876502","data/raw/hadith/collections/fawaz-hadith-api-v1/database/originals/urd-bukhari.txt"
"40C6976F67F4AC2142A1D1EEF28334E05ABB9D202874E046B671E5C3F9372C94","6571307","data/raw/hadith/collections/fawaz-hadith-api-v1/database/originals/urd-muslim.txt"
"101EDE06422779AEC7EEDC23A09AAFD71EBB95B4B1C218241F59E5D5D7252E99","8857431","data/raw/hadith/collections/fawaz-hadith-api-v1/database/originals/urdubukhari.txt"
"22C5F7CD10E5B3E2380A585E5A78AB4C12E6AA5C029A62E0338C75E2DA41F9B6","6545188","data/raw/hadith/collections/fawaz-hadith-api-v1/database/originals/urdumuslim.txt"
"178CFF7C0393178166A8CF9E3CC76F73DBFD6FD57E500F45B31A25F83B809FF1","7479026","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/ara-abudawud.json"
"30DD3792EA65ABE7FD0BE8D568809D4EAC04E38CBBD588B9C6055218FE43675F","6623115","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/ara-abudawud.min.json"
"B27C3D4E525B998D88B55D169BCFD36E6F7231BCFF32002D443517DCF5D1D3D2","5296707","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/ara-abudawud1.json"
"E11410E0FF2A51AD08FE2FDF1FE569D12DF526776C844AD9E0CBF7705F46285A","9846669","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/ara-bukhari.json"
"F887D8724F75FB6E1D5D29342A173AF5346AD9B933173C85E6E3CB570063EA33","9409647","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/ara-bukhari.min.json"
"6FD20091E9F36B4AC3D776096B46B139B0BA6F5800745652DEAF6F6B71B92982","6239140","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/ara-bukhari1.json"
"B347BFE706FEC887A0CAD066AAD2C220F2FEA8E00862D405ADD22BFAC76AB3E3","5802118","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/ara-bukhari1.min.json"
"9209993F0B5EC3994F0F32B4C6F6530BAE636DE8181A9E2C487EB76EB9DC512D","5695881","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/ara-ibnmajah.json"
"F0B7C51D9F94811E117F67F0DC908088A6FA7176CD576BB54F9795C5F70F1F79","8760835","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/ara-muslim.json"
"2CB296F3455FF8A3DA9F6A0CA3DE75DA675788B2FB446AD316DF297838E48217","8329204","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/ara-muslim.min.json"
"C8588738EBA7B904826E922345DA11B3709B25F6FCA3C18EF0165B32F1D2B4D0","5586141","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/ara-muslim1.json"
"40B58AE622C29012A26D6E402709263199995C905319AB82A42CDDB2A231AE6B","7284253","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/ara-nasai.json"
"18294D8DA9EC9A735719F26709858AC30657C1122F6A39D179F128BFC59ECB80","6447219","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/ara-nasai.min.json"
"ACC3065CE777556F77B4CE500AE13EB58CB03D55116802D25027FEF63B80B1FB","7220348","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/ara-tirmidhi.json"
"22B7FFBBCA9BEB5D4F108CC0389A3CD16917876B3CEB32993C46E1554AFD871B","6583667","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/ara-tirmidhi.min.json"
"3F4D09738B93E5DA9ADDFD3B0DF441630699C8AF7AC519CE4410288BEB2AE20A","8489414","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/ben-abudawud.json"
"4DEDFEC0135B153CBC2A029B3419EA3F4F52A4C73266E161E660C0FC983EE31D","7633503","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/ben-abudawud.min.json"
"063F418A79AD0665CBEE08FFFE66F2505BEA29770BAD80A57539FF6D078A2C7D","15149763","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/ben-bukhari.json"
"2886F6EC0AF0833A7529FF63C608E035E61045B81788C08D2D23755F2DF553EF","14712741","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/ben-bukhari.min.json"
"C78B34979B51BFA7ABD9B5E7383BE533A2982CD3184A64ABE7145A7BC9E41793","5850729","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/ben-ibnmajah.json"
"6959522BE67E88B9B920FC68EBAB361702EB419C460DC463056879C72FADA89D","11403069","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/ben-muslim.json"
"F24BF6D942FD96290ABE37458214CB30F98B3F5F25109E388D3B04E5028D6AD0","10971438","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/ben-muslim.min.json"
"05F9E0BBAAA9F256B3E7BB1F04AADDBEF100D5846AA4F5D67FAD9441178B542E","8177628","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/ben-nasai.json"
"97ADBEFC3F3F9A1286FDC1CB954927DA75112858E36BC6B3752A3A39BBA222E3","7340594","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/ben-nasai.min.json"
"F752E64C49428E83D7E3832F07081B02739DA74A84436D01E60F2F32549C204B","8836308","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/ben-tirmidhi.json"
"4A02895EF4DB491C6CC27396007F0BB7779198D27895AFA0992BA2931E2F0F19","8199627","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/ben-tirmidhi.min.json"
"E24EEA9DA66E205F490633D00946067F0514D3A2C0638B1BDA2585D972F135EB","5258311","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/eng-bukhari.json"
"8DCD055FE955380D033788D558882E51B5023CA669AA292493513ECD57EB0A87","5631843","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/fra-bukhari.json"
"E2770FF4BB4AD49106CBED044F0D5F4FEED45F99A9D5DA76F22A4E7D3B59C56A","5749464","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/ind-abudawud.json"
"0B42F4154164D882BB723A0D6566B4B3CF2E20A7B0326FD96738FD49A3735BDB","6988043","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/ind-bukhari.json"
"2222688ACCA11B122916E302C4A409CFD22B9D4163B0641AC004C88FBC3C2661","6551021","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/ind-bukhari.min.json"
"305D0715EAF6F77846EC989AAD6F5A7F9419E9C1BF60A0C7EC562074A1FE12DB","6097386","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/ind-muslim.json"
"97A76412987C7F207D02BEE4C36E752FA50A5E1E46AD6769892ED7C1491B9636","5665755","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/ind-muslim.min.json"
"467A727AD855221B747276CBA15ACA9826E02FFB88F9F4681790B4A88E8A221A","5500992","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/ind-nasai.json"
"CACE04A66B4C9513185B79628A3E9EDB4EEEB2B4F75212788359C8E9EA602D7E","5710422","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/rus-abudawud.json"
"CAEC79CA642C45822FED055460E14F50731B86138DF971D4CD0C3EC638D0D955","8417300","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/rus-bukhari.json"
"5675E08BB521E37769344A3CDB2822423B8C442C353C8D42094EFE681C276978","7980221","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/rus-bukhari.min.json"
"B63CC110C209A679B7F0B45181F11BF380CA893008F179B6435A8BBCFDA5E33A","16600071","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/tam-bukhari.json"
"F87A63C8627652373F5D39166DA862C44401017AC271060D657CF5BA8EA642C4","16163049","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/tam-bukhari.min.json"
"FBA8F791AED47A7531A5377D29B80D5A08D37731D9A5D7EF80CF1B91BEE4BB34","7313068","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/tam-muslim.json"
"B3B6515182E38C6A31486E6E737CF8E2A5567D671A11D5A080B43E66FE8390F8","6881437","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/tam-muslim.min.json"
"9B58A5D52FEA1A759DA2742E47366476820A5125FA0C64B9C828A5A7164D94C7","10604959","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/tur-bukhari.json"
"67AE849DDA0E077169FA1F8BBDB407FCB1BE680AB13CD9717B2AAC0BB818FE48","10167937","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/tur-bukhari.min.json"
"AA2DEF1483116E0160DA056894C65B780E3B5092E36FDF1D4051BFB737801BB3","5277198","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/tur-ibnmajah.json"
"EAD37559D0F5584665B55ADF89085DA637AA9C3927DE429DDF2F2724C39BC1C1","7190264","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/tur-muslim.json"
"8E86DC8293C9BA8F397B8A51C4A6A2229CBE7683AE51B87AB194E681543FB929","6758633","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/tur-muslim.min.json"
"916A77BE932541F7936223D9AA52C19128E11EC1DBA451EE1D49C49B3CD01FD9","6202585","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/urd-abudawud.json"
"DA1923DDAF1A2B81F81CC500ABF536FF3B061A754FED528400344221D859DA47","5346674","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/urd-abudawud.min.json"
"9AF02F9D027F90E1A523143F48BC6EFE640BA77AC17106585EF06B649037E803","10021883","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/urd-bukhari.json"
"E9EDBB3119CE1FC8A7422132C263EE76DDF4DE3D448152DE5868E2CE72D2E449","9584861","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/urd-bukhari.min.json"
"FC5A1506CD346EDB704393BEF36FEF416585499F802C1C9F29F0662BC4F13CFE","7733341","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/urd-muslim.json"
"F4DF8F12A57E0D14B93829AAE8885072F7F04B5CA2703F8FA90B99CD7624BDCF","7301659","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/urd-muslim.min.json"
"5A4988DF8E34DCDA137EFB8F3BF45D74BD833A7A83FF6318C313AFFF72383B2E","5851323","data/raw/hadith/collections/fawaz-hadith-api-v1/editions/urd-tirmidhi.json"
"A920458182DEB1F91EA7A1FD14D341217DD87CACE6CEE0DBF4431EF5E64DD445","10942410","data/raw/hadith/collections/fawaz-hadith-api-v1/info.json"
"6F5EADE2D7774643066213137B19B6076E4386C0C235917C91BE2DEC6694D134","6438320","data/raw/hadith/collections/fawaz-hadith-api-v1/info.min.json"
"EEB0CE628E154BC56E2F0A427A508E809B1F01E222FD5B190D452C3CE68B1BFA","53840428","data/raw/hadith/collections/fawaz-hadith-api-v1/others/myfile.json"
"A6800EDB54D45A6E6C5228CF0342C0C72D90ECA62A857BCBB5C61684E550DB15","41069994","data/raw/hadith/collections/hf-all-hadiths-cleaned/all_hadiths_clean.csv"
"002B81043697C862E27EA914B071CB770CDEF6DC13282E4945809B97EB4736FC","95807528","data/raw/hadith/collections/hf-fawaz-hadith-data/data/train-00000-of-00001-ada9a2a41dc08d71.parquet"
"D5511E3D4CE8D6272F59E02403147DB27329326F8BB98F5BE36BC4CC6855A431","8243895","data/raw/hadith/collections/hf-jimlam-hadith-data/data/train-00000-of-00001.parquet"
"1C0FCF6933D12C136873864895DDEE8FA926BC5BE7084B868BDF08814472AB60","2112969","data/raw/hadith/collections/hf-jimlam-hadith-data-hyphen/data/train-00000-of-00001.parquet"
"3F799ACF1E5EE93441BA3DF3AC231AC77D72E40907180DF2F37373724D9255CE","15794467","data/raw/hadith/collections/hf-maic-all-hadith/data/train-00000-of-00001-6b65a39e54b5260f.parquet"
"84124E6236FAC7E63858095CB4392697770130F6CEA2F2AE025E78A23C5BB4F3","71543839","data/raw/hadith/collections/hf-ronnieaban-sunnah/Sunnah.csv"
"D71A216147E4BEF2F2D5DDC52A9933CC7BCF15136C5A84EF241C008AB740705D","8388778","data/raw/hadith/multilingual/hf-meeatif-hadith-datasets/Jami` at-Tirmidhi.csv"
"B17D9ACCB861B9EAC5F3B8494FF6EE38BFFB7F90B08EB77BC2E610C5BB25D693","9453547","data/raw/hadith/multilingual/hf-meeatif-hadith-datasets/Jami` at-Tirmidhi.json"
"FA293EA410132CA3D7B40F7844D279386BD19428E6ADF398CCA3F7F30BF2C728","14223087","data/raw/hadith/multilingual/hf-meeatif-hadith-datasets/Sahih al-Bukhari.csv"
"8183491CA95F28072254F84687A81FDED4C484D3C54C1D0AA7E42191601AF05D","16163964","data/raw/hadith/multilingual/hf-meeatif-hadith-datasets/Sahih al-Bukhari.json"
"92C1047259544704B0B053C4EF360A8530D7587E0CF6DD7ED81D9FBD75F97797","12880108","data/raw/hadith/multilingual/hf-meeatif-hadith-datasets/Sahih Muslim.csv"
"1484B90749B56444095A6BCEC2532F001AE1A09226913484580FECF7E6FA55B8","14823053","data/raw/hadith/multilingual/hf-meeatif-hadith-datasets/Sahih Muslim.json"
"B367E23A7E0E8D3936FDA0D9DBA90E02ED8DEDB4CD87A6266F250AA03A675FFD","8466886","data/raw/hadith/multilingual/hf-meeatif-hadith-datasets/Sunan Abi Dawud.csv"
"09601C63CEB771718391F7C84016FAF3491132A046B7731EC9AABC3C3F038CBB","9856121","data/raw/hadith/multilingual/hf-meeatif-hadith-datasets/Sunan Abi Dawud.json"
"5AD14C1D5D566BEA5BE6E548ED6B017FDB10C3031EABC4AB08D03EA691000D9A","8617306","data/raw/hadith/multilingual/hf-meeatif-hadith-datasets/Sunan an-Nasa'i.csv"
"EAB74624BBBE54316342620A4344D76FAF02EC3DB39B2880D13A9C155F7035B4","10110800","data/raw/hadith/multilingual/hf-meeatif-hadith-datasets/Sunan an-Nasa'i.json"
"3BB6A5C24EFDD60FA91FAEC0052397B5CF98A47CB86DCDF8332A5FDF3433075B","5808147","data/raw/hadith/multilingual/hf-meeatif-hadith-datasets/Sunan Ibn Majah.csv"
"40BFD932744BB4A3E40160AF3D7365435C5F383EE900C952F36E9FF412ABFAD0","6898152","data/raw/hadith/multilingual/hf-meeatif-hadith-datasets/Sunan Ibn Majah.json"
"72B402AF2E87CCA697E148C7C6E44A9625D113E6772AA26BF0B5542CBAB54B28","17571332","data/raw/hadith/multilingual/hf-sarnsrun-hadiths/hadiths.jsonl"
"666F84AC02A4D1416E8EFA302ED3F8D567CCC6D3ED1140AA6BDA8548A996B1D1","1475899","data/raw/hadith/official/sunnah-com-api/db/00-samplegitdb.sql"
"7BFCED5699EED170BD996601F810863B8FB171C48F093925DE4C54E4D194A0BD","7876724","data/raw/hadith/quarantined/ahmedbaset-hadith-json-v1.2.0/db/by_book/the_9_books/abudawud.json"
"8B0038DB684B9A37EFE2F047627C8076496B2A6D05BFF576272DE17B6DA699F7","12750789","data/raw/hadith/quarantined/ahmedbaset-hadith-json-v1.2.0/db/by_book/the_9_books/bukhari.json"
"081FB0E9B715C0B9E67DE8D6A88276B80F88EC48517E3564B7BD9E8FF9A2312F","5723671","data/raw/hadith/quarantined/ahmedbaset-hadith-json-v1.2.0/db/by_book/the_9_books/ibnmajah.json"
"530ED720DEA65C7EB4D6EBFEF86E9BE22ED284F3CB2D33E33D1D66C8318FD24F","11453533","data/raw/hadith/quarantined/ahmedbaset-hadith-json-v1.2.0/db/by_book/the_9_books/muslim.json"
"07C94B52058C781943CFC0F2DDF15AF5877C0E134E71B286D40F14AAEB67E7CE","7886749","data/raw/hadith/quarantined/ahmedbaset-hadith-json-v1.2.0/db/by_book/the_9_books/nasai.json"
"E6FA74F574F6F5E6B4D90BEF77E00E672AF5EE92901A1EB8DA99EEFB8858DAA1","7657978","data/raw/hadith/quarantined/ahmedbaset-hadith-json-v1.2.0/db/by_book/the_9_books/tirmidhi.json"
"0F0FE24DDE26C0F531CAE220F5160865022CFD0D63ACAF9A4166C6B55EF50A61","16684525","data/raw/hadith/quarantined/hf-sunnah-ar-en/sunnah_ar_en_dataset.jsonl.gz"
"E95148587E5505A3BBF85E9F5A573119EEFF5EE48438983EAC928853D18932AE","45201508","data/raw/hadith/quarantined/hf-sunnah-dataset/sunnah_com_dataset.parquet"
"71DDF45A317BA4F4A04AEE913FFEFE89F0CC6338E619EC8D9523DBA8380420F1","35384824","data/raw/hadith/research/hf-arbml-hadith/data/train-00000-of-00001-5cba54149aa546fc.parquet"
"470BC868968476C2B36ECF5E0BE3AE673F47ECE55C69AD4E428FF308862EE040","38552855","data/raw/hadith/research/hf-arbml-lk-hadith/data/train-00000-of-00001-0433f24f87697771.parquet"
"9B79141A918BAC7D91F64B1429E8D8D61B88DB35875C848C56F42D392351971C","3248827","data/raw/hadith/research/hf-arbml-quran-hadith/data/train-00000-of-00001.parquet"
"DC1D06975C4EF3BB79F3C6A350799AE27480D1AFBF43AD4DA999DB006D76F738","229598013","data/raw/hadith/research/hf-ar-quran-hadith14books-msa/data/belal_mgb2-00000-of-00001.parquet"
"7EB802EF9CBB1ADC565286FE1EFC5C7B1D5597CCEDF92D4FD6376E2CE32188A0","450912128","data/raw/hadith/research/hf-ar-quran-hadith14books-msa/data/cm_voice17_concatenated_validated_clean-00000-of-00004.parquet"
"AD5C874B63BE81E2C7859CDA87AFF4E78CAB33B304403F3FAF721E2E42EF6686","447645425","data/raw/hadith/research/hf-ar-quran-hadith14books-msa/data/cm_voice17_concatenated_validated_clean-00001-of-00004.parquet"
"C6BBA3104021FB78905B099036F22A6D8470EDFD56F846BAA57E2D69E14513A5","450016900","data/raw/hadith/research/hf-ar-quran-hadith14books-msa/data/cm_voice17_concatenated_validated_clean-00002-of-00004.parquet"
"71F636B602C2EE0BA75367ABC9ECE14AE3C5D3EE1547F01E729959A12F03A38C","451890416","data/raw/hadith/research/hf-ar-quran-hadith14books-msa/data/cm_voice17_concatenated_validated_clean-00003-of-00004.parquet"
"2371F38A6CBCB54052C6F1167A3098179CDE865B488A7AAA2CCCD8C436F87452","215504163","data/raw/hadith/research/hf-ar-quran-hadith14books-msa/data/fleurs-00000-of-00001.parquet"
"93B43033C35901E2561D66A7DD827219739382CB51346772B959D30F9CD2C9BE","276159374","data/raw/hadith/research/hf-ar-quran-hadith14books-msa/data/hadith_validation-00000-of-00002.parquet"
"390DCCB0CA8DF071386959D47F77B2269229C53EC1279D89FDDCFBCC27443DC0","296586096","data/raw/hadith/research/hf-ar-quran-hadith14books-msa/data/hadith_validation-00001-of-00002.parquet"
"BF21E8482BF60A45C36B14CCB68835BF534CB80F88102B160DF5721F27FDEAFF","72622447","data/raw/hadith/research/hf-ar-quran-hadith14books-msa/data/improve_asr_in_hadith-00000-of-00001.parquet"
"CBA7A087293835A151E8327BA24BEFA07510BBE63DDCD36A8923010794FC2375","62858713","data/raw/hadith/research/hf-ar-quran-hadith14books-msa/data/improve_asr_in_quran-00000-of-00001.parquet"
"6AA220EB33CCB408FB6AC5D0CC8BFE2DB125B7C9A61D4116CDDDDA711E82C1A6","10474585","data/raw/hadith/research/hf-ar-quran-hadith14books-msa/data/mediaspeech_clean_1st_100-00000-of-00001.parquet"
